KEGGgene	EC	Organism
reh:H16_B1209	ec:3.5.1.81	Cupriavidus
reh:H16_B1564	ec:5.4.99.15	Cupriavidus
reh:H16_A2335	ec:5.4.4.3	Cupriavidus
reh:H16_B0318	ec:2.7.1.219	Cupriavidus
reh:H16_B0318	ec:2.7.1.220	Cupriavidus
reh:H16_A1558	ec:5.3.1.35	Cupriavidus
reh:H16_A3601	ec:2.7.1.165	Cupriavidus
reh:H16_A2132	ec:2.7.1.165	Cupriavidus
reh:H16_A0478	ec:2.7.1.165	Cupriavidus
reh:H16_B1560	ec:3.2.1.68	Cupriavidus
reh:H16_A3455	ec:1.8.4.16	Cupriavidus
reh:H16_A2905	ec:2.7.7.13	Cupriavidus
reh:H16_A2905	ec:5.3.1.8	Cupriavidus
reh:H16_A0578	ec:1.14.13.218	Cupriavidus
reh:H16_A1014	ec:3.5.4.2	Cupriavidus
reh:H16_A2518	ec:2.7.7.65	Cupriavidus
reh:H16_B0322	ec:1.2.1.26	Cupriavidus
reh:H16_B0212	ec:1.2.1.26	Cupriavidus
reh:H16_B0130	ec:1.2.1.26	Cupriavidus
reh:H16_A0330	ec:2.7.7.80	Cupriavidus
reh:H16_A1291	ec:1.3.8.7	Cupriavidus
reh:H16_B2194	ec:2.1.1.21	Cupriavidus
reh:H16_A0955	ec:2.7.6.5	Cupriavidus
reh:H16_A0955	ec:3.1.7.2	Cupriavidus
reh:H16_A1271	ec:2.7.4.34	Cupriavidus
reh:H16_A2178	ec:1.20.4.4	Cupriavidus
reh:H16_B1604	ec:3.1.4.53	Cupriavidus
reh:H16_A1402	ec:2.3.2.29	Cupriavidus
reh:H16_B1753	ec:3.5.1.32	Cupriavidus
reh:H16_A0073	ec:3.5.1.32	Cupriavidus
reh:H16_A1925	ec:4.3.99.3	Cupriavidus
reh:H16_A0635	ec:3.2.2.27	Cupriavidus
reh:H16_A1561	ec:2.7.1.217	Cupriavidus
reh:H16_B1075	ec:1.1.1.401	Cupriavidus
reh:H16_A2116	ec:3.2.2.27	Cupriavidus
reh:H16_B0319	ec:1.1.1.408	Cupriavidus
reh:H16_B0319	ec:1.1.1.409	Cupriavidus
reh:H16_A1557	ec:1.1.1.410	Cupriavidus
reh:H16_A1560	ec:4.1.1.104	Cupriavidus
reh:H16_A3307	ec:4.2.1.17	Cupriavidus
reh:H16_B2192	ec:2.1.1.21	Cupriavidus
reh:H16_B2193	ec:2.1.1.21	Cupriavidus
reh:H16_B2129	ec:1.14.13.239	Cupriavidus
reh:H16_B2135	ec:1.14.13.239	Cupriavidus
reh:H16_A2586	ec:1.1.1.79	Cupriavidus
reh:H16_A2586	ec:1.1.1.81	Cupriavidus
reh:H16_A2586	ec:1.1.1.215	Cupriavidus
reh:H16_B0213	ec:4.2.1.43	Cupriavidus
reh:H16_A2899	ec:1.1.1.135	Cupriavidus
reh:H16_A0786	ec:3.1.3.105	Cupriavidus
reh:H16_A3615	ec:1.3.98.3	Cupriavidus
reh:H16_A0352	ec:2.5.1.141	Cupriavidus
reh:PHG420	ec:2.2.1.1	Cupriavidus
reh:H16_A3063	ec:2.1.3.3	Cupriavidus
reh:H16_A1125	ec:3.5.1.128	Cupriavidus
reh:H16_B0163	ec:2.3.2.13	Cupriavidus
reh:H16_A1212	ec:2.7.4.34	Cupriavidus
reh:H16_A0211	ec:2.3.1.31	Cupriavidus
reh:H16_A0211	ec:2.3.1.46	Cupriavidus
reh:H16_A1586	ec:1.14.13.113	Cupriavidus
reh:H16_A3582	ec:3.1.2.6	Cupriavidus
reh:H16_A0124	ec:3.5.2.9	Cupriavidus
reh:H16_A0125	ec:3.5.2.9	Cupriavidus
reh:H16_B0860	ec:1.8.2.1	Cupriavidus
reh:H16_B1801	ec:1.11.1.28	Cupriavidus
reh:H16_A1600	ec:1.8.3.7	Cupriavidus
reh:H16_B0157	ec:1.11.1.28	Cupriavidus
reh:H16_A0312	ec:2.7.1.193	Cupriavidus
reh:H16_A1979	ec:2.7.4.34	Cupriavidus
reh:PHG020	ec:1.12.99.6	Cupriavidus
reh:H16_A1552	ec:3.1.1.106	Cupriavidus
reh:PHG021	ec:1.12.99.6	Cupriavidus
reh:H16_B0217	ec:4.2.1.90	Cupriavidus
reh:H16_A1337	ec:2.7.6.5	Cupriavidus
reh:H16_B0757	ec:1.6.5.9	Cupriavidus
reh:H16_A0311	ec:2.7.3.9	Cupriavidus
reh:H16_A0311	ec:2.7.1.202	Cupriavidus
reh:H16_A0324	ec:2.7.1.191	Cupriavidus
reh:H16_A2714	ec:1.13.11.24	Cupriavidus
reh:H16_A1956	ec:3.5.5.1	Cupriavidus
reh:PHG120	ec:4.1.2.52	Cupriavidus
reh:H16_A0939	ec:1.13.11.24	Cupriavidus
reh:H16_B1985	ec:1.11.1.28	Cupriavidus
reh:H16_A3267	ec:1.11.1.25	Cupriavidus
reh:H16_A3267	ec:1.11.1.27	Cupriavidus
reh:H16_B1097	ec:1.11.1.27	Cupriavidus
reh:H16_B2168	ec:1.1.1.219	Cupriavidus
reh:H16_A2717	ec:3.6.4.13	Cupriavidus
reh:H16_B0555	ec:6.5.1.8	Cupriavidus
reh:H16_A0249	ec:6.3.3.2	Cupriavidus
reh:H16_B1265	ec:3.6.4.12	Cupriavidus
reh:H16_A0172	ec:1.3.8.1	Cupriavidus
reh:H16_A2819	ec:1.11.1.24	Cupriavidus
reh:H16_B0358	ec:6.2.1.13	Cupriavidus
reh:H16_B2239	ec:1.11.1.24	Cupriavidus
reh:H16_A1286	ec:1.13.11.24	Cupriavidus
reh:H16_A1394	ec:1.4.1.1	Cupriavidus
reh:H16_B2233	ec:1.2.4.4	Cupriavidus
reh:H16_B1863	ec:1.13.11.91	Cupriavidus
reh:H16_B2281	ec:4.1.1.111	Cupriavidus
reh:H16_B2234	ec:1.2.4.4	Cupriavidus
reh:H16_B2280	ec:4.1.1.111	Cupriavidus
reh:H16_B2282	ec:4.1.1.111	Cupriavidus
syf:Synpcc7942_1920	ec:6.1.1.4	Synechococcus
syf:Synpcc7942_1229	ec:2.1.1.133	Synechococcus
syf:Synpcc7942_1229	ec:2.1.1.271	Synechococcus
syf:Synpcc7942_1935	ec:3.4.23.43	Synechococcus
syf:Synpcc7942_0580	ec:3.4.16.4	Synechococcus
syf:Synpcc7942_1944	ec:1.2.4.1	Synechococcus
syf:Synpcc7942_1342	ec:4.2.1.47	Synechococcus
syf:Synpcc7942_2393	ec:6.1.1.17	Synechococcus
syf:Synpcc7942_2434	ec:2.2.1.6	Synechococcus
syf:Synpcc7942_2436	ec:1.8.4.11	Synechococcus
syf:Synpcc7942_2437	ec:6.1.1.5	Synechococcus
syf:Synpcc7942_2441	ec:7.3.2.1	Synechococcus
syf:Synpcc7942_2457	ec:6.1.1.14	Synechococcus
syf:Synpcc7942_2467	ec:1.1.1.25	Synechococcus
syf:Synpcc7942_2473	ec:3.1.3.3	Synechococcus
syf:Synpcc7942_2475	ec:4.3.2.1	Synechococcus
syf:Synpcc7942_2503	ec:1.3.1.33	Synechococcus
syf:Synpcc7942_2506	ec:1.8.4.8	Synechococcus
syf:Synpcc7942_2506	ec:1.8.4.10	Synechococcus
syf:Synpcc7942_2515	ec:3.6.4.12	Synechococcus
syf:Synpcc7942_2518	ec:2.4.1.21	Synechococcus
syf:Synpcc7942_2548	ec:4.2.1.33	Synechococcus
syf:Synpcc7942_2548	ec:4.2.1.35	Synechococcus
syf:Synpcc7942_2557	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_2558	ec:2.8.1.7	Synechococcus
syf:Synpcc7942_2566	ec:5.2.1.8	Synechococcus
syf:Synpcc7942_2570	ec:6.1.1.1	Synechococcus
syf:Synpcc7942_2577	ec:4.2.1.126	Synechococcus
syf:Synpcc7942_2582	ec:3.1.3.25	Synechococcus
syf:Synpcc7942_2588	ec:4.1.1.98	Synechococcus
syf:Synpcc7942_2601	ec:1.17.99.9	Synechococcus
syf:Synpcc7942_2602	ec:7.1.1.9	Synechococcus
syf:Synpcc7942_2603	ec:7.1.1.9	Synechococcus
syf:Synpcc7942_2604	ec:7.1.1.9	Synechococcus
syf:Synpcc7942_2606	ec:6.1.1.3	Synechococcus
syf:Synpcc7942_2612	ec:4.2.3.1	Synechococcus
syf:Synpcc7942_B2663	ec:2.3.1.30	Synechococcus
syf:Synpcc7942_B2664	ec:2.5.1.47	Synechococcus
syf:Synpcc7942_B2623	ec:2.5.1.47	Synechococcus
syf:Synpcc7942_B2624	ec:2.3.2.2	Synechococcus
syf:Synpcc7942_B2624	ec:3.4.19.13	Synechococcus
syf:Synpcc7942_0336	ec:7.1.2.2	Synechococcus
syf:Synpcc7942_0336	ec:7.2.2.1	Synechococcus
syf:Synpcc7942_0352	ec:1.8.4.12	Synechococcus
syf:Synpcc7942_0354	ec:3.2.1.21	Synechococcus
syf:Synpcc7942_0368	ec:3.1.11.6	Synechococcus
syf:Synpcc7942_0369	ec:1.4.3.4	Synechococcus
syf:Synpcc7942_0394	ec:2.7.7.41	Synechococcus
syf:Synpcc7942_0400	ec:4.1.3.27	Synechococcus
syf:Synpcc7942_0401	ec:2.7.1.107	Synechococcus
syf:Synpcc7942_0405	ec:2.7.7.7	Synechococcus
syf:Synpcc7942_0411	ec:4.2.1.20	Synechococcus
syf:Synpcc7942_0424	ec:1.10.3.9	Synechococcus
syf:Synpcc7942_1332	ec:4.3.99.3	Synechococcus
syf:Synpcc7942_0774	ec:4.2.99.20	Synechococcus
syf:Synpcc7942_0190	ec:2.1.1.195	Synechococcus
syf:Synpcc7942_0194	ec:2.7.7.7	Synechococcus
syf:Synpcc7942_0198	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0202	ec:7.1.1.9	Synechococcus
syf:Synpcc7942_0211	ec:6.3.5.10	Synechococcus
syf:Synpcc7942_0216	ec:1.6.5.5	Synechococcus
syf:Synpcc7942_0227	ec:3.1.1.29	Synechococcus
syf:Synpcc7942_0232	ec:2.5.1.19	Synechococcus
syf:Synpcc7942_0254	ec:5.6.2.2	Synechococcus
syf:Synpcc7942_0156	ec:5.4.2.2	Synechococcus
syf:Synpcc7942_0169	ec:6.3.1.2	Synechococcus
syf:Synpcc7942_0171	ec:2.5.1.47	Synechococcus
syf:Synpcc7942_0174	ec:2.1.1.198	Synechococcus
syf:Synpcc7942_0261	ec:2.3.1.266	Synechococcus
syf:Synpcc7942_0262	ec:4.1.1.20	Synechococcus
syf:Synpcc7942_0267	ec:2.1.1.170	Synechococcus
syf:Synpcc7942_0276	ec:1.1.3.15	Synechococcus
syf:Synpcc7942_0289	ec:7.4.2.8	Synechococcus
syf:Synpcc7942_0295	ec:2.7.7.4	Synechococcus
syf:Synpcc7942_0309	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0310	ec:2.7.1.148	Synechococcus
syf:Synpcc7942_0311	ec:2.1.1.182	Synechococcus
syf:Synpcc7942_0315	ec:4.3.2.2	Synechococcus
syf:Synpcc7942_0319	ec:2.1.1.226	Synechococcus
syf:Synpcc7942_0319	ec:2.1.1.227	Synechococcus
syf:Synpcc7942_0320	ec:5.1.3.2	Synechococcus
syf:Synpcc7942_0430	ec:2.2.1.7	Synechococcus
syf:Synpcc7942_0534	ec:2.6.1.16	Synechococcus
syf:Synpcc7942_1374	ec:5.4.99.28	Synechococcus
syf:Synpcc7942_1374	ec:5.4.99.29	Synechococcus
syf:Synpcc7942_0428	ec:2.3.3.13	Synechococcus
syf:Synpcc7942_1085	ec:2.4.1.18	Synechococcus
syf:Synpcc7942_0288	ec:2.7.7.23	Synechococcus
syf:Synpcc7942_0288	ec:2.3.1.157	Synechococcus
syf:Synpcc7942_0506	ec:2.7.4.22	Synechococcus
syf:Synpcc7942_0878	ec:3.1.26.12	Synechococcus
syf:Synpcc7942_1743	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0189	ec:6.3.5.2	Synechococcus
syf:Synpcc7942_1345	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_1346	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0004	ec:2.4.2.14	Synechococcus
syf:Synpcc7942_2446	ec:3.4.11.18	Synechococcus
syf:Synpcc7942_1645	ec:3.1.26.3	Synechococcus
syf:Synpcc7942_1512	ec:1.3.5.6	Synechococcus
syf:Synpcc7942_1415	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_1439	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0385	ec:1.3.1.83	Synechococcus
syf:Synpcc7942_0385	ec:1.3.1.111	Synechococcus
syf:Synpcc7942_1992	ec:5.3.1.23	Synechococcus
syf:Synpcc7942_1246	ec:5.2.1.13	Synechococcus
syf:Synpcc7942_0890	ec:1.4.7.1	Synechococcus
syf:Synpcc7942_1111	ec:2.7.11.1	Synechococcus
syf:Synpcc7942_1294	ec:2.7.11.1	Synechococcus
syf:Synpcc7942_1121	ec:2.7.11.1	Synechococcus
syf:Synpcc7942_0447	ec:4.2.99.18	Synechococcus
syf:Synpcc7942_1093	ec:2.7.1.170	Synechococcus
syf:Synpcc7942_0001	ec:2.7.7.7	Synechococcus
syf:Synpcc7942_2043	ec:4.1.1.50	Synechococcus
syf:Synpcc7942_0806	ec:2.1.1.193	Synechococcus
syf:Synpcc7942_0678	ec:3.1.13.5	Synechococcus
syf:Synpcc7942_2406	ec:1.4.3.19	Synechococcus
syf:Synpcc7942_1225	ec:1.3.7.5	Synechococcus
syf:Synpcc7942_1983	ec:1.3.5.5	Synechococcus
syf:Synpcc7942_1907	ec:1.14.13.81	Synechococcus
syf:Synpcc7942_0249	ec:7.4.2.1	Synechococcus
syf:Synpcc7942_2062	ec:5.5.1.19	Synechococcus
syf:Synpcc7942_0009	ec:6.3.4.5	Synechococcus
syf:Synpcc7942_0027	ec:2.3.1.47	Synechococcus
syf:Synpcc7942_0030	ec:6.3.3.3	Synechococcus
syf:Synpcc7942_0058	ec:5.1.3.13	Synechococcus
syf:Synpcc7942_0073	ec:1.17.7.4	Synechococcus
syf:Synpcc7942_0089	ec:3.1.1.45	Synechococcus
syf:Synpcc7942_0093	ec:2.7.4.9	Synechococcus
syf:Synpcc7942_0112	ec:4.1.99.3	Synechococcus
syf:Synpcc7942_0125	ec:4.2.1.19	Synechococcus
syf:Synpcc7942_0137	ec:4.99.1.1	Synechococcus
syf:Synpcc7942_0137	ec:4.99.1.9	Synechococcus
syf:Synpcc7942_0150	ec:2.4.1.83	Synechococcus
syf:Synpcc7942_0152	ec:2.7.8.13	Synechococcus
syf:Synpcc7942_0185	ec:2.3.2.2	Synechococcus
syf:Synpcc7942_0185	ec:3.4.19.13	Synechococcus
syf:Synpcc7942_0212	ec:4.2.3.5	Synechococcus
syf:Synpcc7942_0221	ec:2.7.1.2	Synechococcus
syf:Synpcc7942_0244	ec:2.4.1.1	Synechococcus
syf:Synpcc7942_0245	ec:1.2.1.12	Synechococcus
syf:Synpcc7942_0264	ec:2.5.1.31	Synechococcus
syf:Synpcc7942_0272	ec:4.2.1.75	Synechococcus
syf:Synpcc7942_0273	ec:2.7.1.24	Synechococcus
syf:Synpcc7942_0277	ec:6.5.1.2	Synechococcus
syf:Synpcc7942_0282	ec:2.1.2.1	Synechococcus
syf:Synpcc7942_0358	ec:2.1.1.33	Synechococcus
syf:Synpcc7942_0370	ec:2.5.1.49	Synechococcus
syf:Synpcc7942_0408	ec:5.3.1.24	Synechococcus
syf:Synpcc7942_0419	ec:2.8.1.6	Synechococcus
syf:Synpcc7942_0439	ec:2.1.1.11	Synechococcus
syf:Synpcc7942_0440	ec:3.5.1.25	Synechococcus
syf:Synpcc7942_0455	ec:2.4.2.29	Synechococcus
syf:Synpcc7942_0466	ec:2.4.1.12	Synechococcus
syf:Synpcc7942_0488	ec:3.5.2.3	Synechococcus
syf:Synpcc7942_0516	ec:3.4.21.102	Synechococcus
syf:Synpcc7942_0552	ec:5.1.3.14	Synechococcus
syf:Synpcc7942_0578	ec:3.13.1.1	Synechococcus
syf:Synpcc7942_0603	ec:2.7.7.27	Synechococcus
syf:Synpcc7942_0604	ec:5.1.3.1	Synechococcus
syf:Synpcc7942_0606	ec:2.3.2.6	Synechococcus
syf:Synpcc7942_0612	ec:2.3.3.1	Synechococcus
syf:Synpcc7942_0618	ec:3.3.1.1	Synechococcus
syf:Synpcc7942_0626	ec:4.2.1.9	Synechococcus
syf:Synpcc7942_0638	ec:4.4.1.5	Synechococcus
syf:Synpcc7942_0639	ec:4.2.1.11	Synechococcus
syf:Synpcc7942_0674	ec:1.3.3.3	Synechococcus
syf:Synpcc7942_0712	ec:3.4.21.102	Synechococcus
syf:Synpcc7942_0713	ec:1.17.7.1	Synechococcus
syf:Synpcc7942_0713	ec:1.17.7.3	Synechococcus
syf:Synpcc7942_0783	ec:2.4.2.17	Synechococcus
syf:Synpcc7942_0808	ec:2.4.1.14	Synechococcus
syf:Synpcc7942_0839	ec:3.5.5.1	Synechococcus
syf:Synpcc7942_0851	ec:6.3.3.1	Synechococcus
syf:Synpcc7942_0876	ec:6.1.1.7	Synechococcus
syf:Synpcc7942_0894	ec:2.7.1.71	Synechococcus
syf:Synpcc7942_0923	ec:2.4.2.28	Synechococcus
syf:Synpcc7942_0927	ec:6.3.2.6	Synechococcus
syf:Synpcc7942_0931	ec:2.3.1.129	Synechococcus
syf:Synpcc7942_0932	ec:2.4.1.182	Synechococcus
syf:Synpcc7942_0939	ec:2.7.1.25	Synechococcus
syf:Synpcc7942_0951	ec:2.4.2.19	Synechococcus
syf:Synpcc7942_0669	ec:3.2.2.21	Synechococcus
syf:Synpcc7942_0853	ec:2.6.1.83	Synechococcus
syf:Synpcc7942_2114	ec:2.7.13.3	Synechococcus
syf:Synpcc7942_2351	ec:4.99.1.12	Synechococcus
syf:Synpcc7942_2011	ec:3.1.26.11	Synechococcus
syf:Synpcc7942_2029	ec:5.3.1.9	Synechococcus
syf:Synpcc7942_2058	ec:1.5.1.2	Synechococcus
syf:Synpcc7942_2090	ec:1.1.1.3	Synechococcus
syf:Synpcc7942_2098	ec:5.1.3.13	Synechococcus
syf:Synpcc7942_2099	ec:1.1.1.133	Synechococcus
syf:Synpcc7942_2104	ec:4.2.1.104	Synechococcus
syf:Synpcc7942_2113	ec:2.7.6.1	Synechococcus
syf:Synpcc7942_2123	ec:2.4.2.18	Synechococcus
syf:Synpcc7942_2136	ec:1.17.1.8	Synechococcus
syf:Synpcc7942_2140	ec:3.5.4.5	Synechococcus
syf:Synpcc7942_2151	ec:2.4.1.12	Synechococcus
syf:Synpcc7942_2156	ec:6.3.1.2	Synechococcus
syf:Synpcc7942_2197	ec:2.7.2.11	Synechococcus
syf:Synpcc7942_2201	ec:5.1.1.1	Synechococcus
syf:Synpcc7942_2235	ec:2.1.1.228	Synechococcus
syf:Synpcc7942_2243	ec:1.2.1.41	Synechococcus
syf:Synpcc7942_2252	ec:4.1.1.31	Synechococcus
syf:Synpcc7942_2265	ec:1.2.1.41	Synechococcus
syf:Synpcc7942_2272	ec:2.7.6.3	Synechococcus
syf:Synpcc7942_2288	ec:3.1.3.45	Synechococcus
syf:Synpcc7942_2290	ec:2.7.7.38	Synechococcus
syf:Synpcc7942_2291	ec:5.3.1.13	Synechococcus
syf:Synpcc7942_2296	ec:6.3.1.2	Synechococcus
syf:Synpcc7942_2297	ec:2.2.1.2	Synechococcus
syf:Synpcc7942_2303	ec:2.5.1.15	Synechococcus
syf:Synpcc7942_2304	ec:2.7.1.23	Synechococcus
syf:Synpcc7942_2308	ec:2.1.2.10	Synechococcus
syf:Synpcc7942_2324	ec:6.3.2.3	Synechococcus
syf:Synpcc7942_2330	ec:3.4.21.102	Synechococcus
syf:Synpcc7942_2334	ec:1.1.1.49	Synechococcus
syf:Synpcc7942_2334	ec:1.1.1.363	Synechococcus
syf:Synpcc7942_2354	ec:5.2.1.8	Synechococcus
syf:Synpcc7942_2361	ec:5.1.1.3	Synechococcus
syf:Synpcc7942_2375	ec:6.3.2.4	Synechococcus
syf:Synpcc7942_2381	ec:2.1.2.11	Synechococcus
syf:Synpcc7942_2385	ec:1.3.98.1	Synechococcus
syf:Synpcc7942_2388	ec:4.1.1.2	Synechococcus
syf:Synpcc7942_2390	ec:3.5.2.9	Synechococcus
syf:Synpcc7942_2409	ec:6.3.4.4	Synechococcus
syf:Synpcc7942_2420	ec:2.3.1.30	Synechococcus
syf:Synpcc7942_2427	ec:2.8.1.1	Synechococcus
syf:Synpcc7942_2427	ec:2.8.1.2	Synechococcus
syf:Synpcc7942_2430	ec:2.1.1.215	Synechococcus
syf:Synpcc7942_2430	ec:2.1.1.216	Synechococcus
syf:Synpcc7942_2440	ec:2.7.7.8	Synechococcus
syf:Synpcc7942_2454	ec:2.4.2.7	Synechococcus
syf:Synpcc7942_2460	ec:2.1.1.37	Synechococcus
syf:Synpcc7942_2463	ec:2.5.1.6	Synechococcus
syf:Synpcc7942_2464	ec:5.1.3.9	Synechococcus
syf:Synpcc7942_2490	ec:2.5.1.75	Synechococcus
syf:Synpcc7942_2497	ec:2.7.4.6	Synechococcus
syf:Synpcc7942_2501	ec:2.5.1.54	Synechococcus
syf:Synpcc7942_2505	ec:2.1.1.104	Synechococcus
syf:Synpcc7942_2514	ec:2.1.3.3	Synechococcus
syf:Synpcc7942_2522	ec:1.1.1.94	Synechococcus
syf:Synpcc7942_2525	ec:3.4.21.92	Synechococcus
syf:Synpcc7942_2537	ec:3.4.21.92	Synechococcus
syf:Synpcc7942_2538	ec:3.4.21.92	Synechococcus
syf:Synpcc7942_2567	ec:2.7.4.16	Synechococcus
syf:Synpcc7942_2569	ec:4.1.1.23	Synechococcus
syf:Synpcc7942_2589	ec:3.1.3.71	Synechococcus
syf:Synpcc7942_2592	ec:2.4.2.10	Synechococcus
syf:Synpcc7942_2607	ec:3.1.11.2	Synechococcus
syf:Synpcc7942_2613	ec:3.1.3.18	Synechococcus
syf:Synpcc7942_1323	ec:3.2.2.23	Synechococcus
syf:Synpcc7942_1323	ec:4.2.99.18	Synechococcus
syf:Synpcc7942_1266	ec:3.6.1.66	Synechococcus
syf:Synpcc7942_0967	ec:2.5.1.61	Synechococcus
syf:Synpcc7942_0969	ec:3.1.1.45	Synechococcus
syf:Synpcc7942_0973	ec:1.1.1.22	Synechococcus
syf:Synpcc7942_0977	ec:2.7.1.19	Synechococcus
syf:Synpcc7942_0983	ec:4.1.2.4	Synechococcus
syf:Synpcc7942_1001	ec:2.7.2.4	Synechococcus
syf:Synpcc7942_1019	ec:2.4.1.25	Synechococcus
syf:Synpcc7942_1057	ec:2.5.1.3	Synechococcus
syf:Synpcc7942_1073	ec:2.7.7.56	Synechococcus
syf:Synpcc7942_1086	ec:4.1.1.37	Synechococcus
syf:Synpcc7942_1116	ec:2.7.2.3	Synechococcus
syf:Synpcc7942_1124	ec:3.1.13.1	Synechococcus
syf:Synpcc7942_1170	ec:4.6.1.12	Synechococcus
syf:Synpcc7942_1190	ec:3.4.11.1	Synechococcus
syf:Synpcc7942_1191	ec:2.7.4.8	Synechococcus
syf:Synpcc7942_1197	ec:4.1.1.48	Synechococcus
syf:Synpcc7942_1214	ec:1.11.1.9	Synechococcus
syf:Synpcc7942_1240	ec:1.7.7.1	Synechococcus
syf:Synpcc7942_1251	ec:2.3.1.234	Synechococcus
syf:Synpcc7942_1261	ec:5.3.1.1	Synechococcus
syf:Synpcc7942_1297	ec:1.1.1.38	Synechococcus
syf:Synpcc7942_1308	ec:6.1.1.2	Synechococcus
syf:Synpcc7942_1340	ec:3.5.1.88	Synechococcus
syf:Synpcc7942_1372	ec:2.1.1.13	Synechococcus
syf:Synpcc7942_1383	ec:3.6.1.1	Synechococcus
syf:Synpcc7942_1398	ec:2.4.1.12	Synechococcus
syf:Synpcc7942_1400	ec:3.2.1.8	Synechococcus
syf:Synpcc7942_1403	ec:3.1.2.6	Synechococcus
syf:Synpcc7942_1433	ec:1.2.1.38	Synechococcus
syf:Synpcc7942_1435	ec:2.2.1.9	Synechococcus
syf:Synpcc7942_1496	ec:2.7.2.8	Synechococcus
syf:Synpcc7942_1501	ec:1.1.1.95	Synechococcus
syf:Synpcc7942_1501	ec:1.1.1.399	Synechococcus
syf:Synpcc7942_1505	ec:1.1.1.85	Synechococcus
syf:Synpcc7942_1509	ec:2.8.1.13	Synechococcus
syf:Synpcc7942_1513	ec:1.1.1.267	Synechococcus
syf:Synpcc7942_1519	ec:1.1.1.23	Synechococcus
syf:Synpcc7942_1552	ec:1.1.1.86	Synechococcus
syf:Synpcc7942_1554	ec:3.4.21.92	Synechococcus
syf:Synpcc7942_1566	ec:2.7.4.1	Synechococcus
syf:Synpcc7942_1577	ec:6.1.1.19	Synechococcus
syf:Synpcc7942_1597	ec:3.5.4.16	Synechococcus
syf:Synpcc7942_1708	ec:3.4.24.70	Synechococcus
syf:Synpcc7942_1740	ec:1.3.1.98	Synechococcus
syf:Synpcc7942_1760	ec:1.4.1.1	Synechococcus
syf:Synpcc7942_1792	ec:4.2.1.24	Synechococcus
syf:Synpcc7942_1829	ec:5.3.1.16	Synechococcus
syf:Synpcc7942_1848	ec:1.2.1.11	Synechococcus
syf:Synpcc7942_1851	ec:1.7.7.1	Synechococcus
syf:Synpcc7942_1865	ec:2.7.1.23	Synechococcus
syf:Synpcc7942_1881	ec:1.4.3.16	Synechococcus
syf:Synpcc7942_1900	ec:3.5.4.13	Synechococcus
syf:Synpcc7942_1927	ec:5.1.1.7	Synechococcus
syf:Synpcc7942_1933	ec:5.3.3.2	Synechococcus
syf:Synpcc7942_1939	ec:1.2.1.12	Synechococcus
syf:Synpcc7942_1954	ec:6.3.4.2	Synechococcus
syf:Synpcc7942_1993	ec:4.2.1.109	Synechococcus
syf:Synpcc7942_0537	ec:2.3.1.179	Synechococcus
syf:Synpcc7942_2244	ec:2.5.1.78	Synechococcus
syf:Synpcc7942_2057	ec:2.3.1.275	Synechococcus
syf:Synpcc7942_0586	ec:3.1.4.53	Synechococcus
syf:Synpcc7942_1138	ec:6.3.4.19	Synechococcus
syf:Synpcc7942_1419	ec:1.3.7.7	Synechococcus
syf:Synpcc7942_1864	ec:2.7.7.87	Synechococcus
syf:Synpcc7942_2092	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_2132	ec:5.4.2.10	Synechococcus
syf:Synpcc7942_2199	ec:2.7.7.7	Synechococcus
syf:Synpcc7942_2249	ec:4.1.1.50	Synechococcus
syf:Synpcc7942_2374	ec:2.8.4.3	Synechococcus
syf:Synpcc7942_2410	ec:3.5.4.4	Synechococcus
syf:Synpcc7942_1984	ec:2.5.1.32	Synechococcus
syf:Synpcc7942_2007	ec:2.7.7.3	Synechococcus
syf:Synpcc7942_1319	ec:2.4.2.9	Synechococcus
syf:Synpcc7942_1411	ec:6.3.1.20	Synechococcus
syf:Synpcc7942_0432	ec:3.4.13.22	Synechococcus
syf:Synpcc7942_2491	ec:5.6.2.2	Synechococcus
syf:Synpcc7942_0525	ec:4.2.3.4	Synechococcus
syf:Synpcc7942_0538	ec:2.2.1.1	Synechococcus
syf:Synpcc7942_0542	ec:2.8.1.8	Synechococcus
syf:Synpcc7942_0568	ec:3.5.4.1	Synechococcus
syf:Synpcc7942_0568	ec:3.5.4.21	Synechococcus
syf:Synpcc7942_0570	ec:2.7.7.7	Synechococcus
syf:Synpcc7942_0576	ec:2.8.1.10	Synechococcus
syf:Synpcc7942_0584	ec:5.3.1.6	Synechococcus
syf:Synpcc7942_0587	ec:6.1.1.9	Synechococcus
syf:Synpcc7942_0588	ec:6.3.1.21	Synechococcus
syf:Synpcc7942_0597	ec:4.1.3.36	Synechococcus
syf:Synpcc7942_0609	ec:7.1.1.2	Synechococcus
syf:Synpcc7942_0623	ec:1.8.1.9	Synechococcus
syf:Synpcc7942_0628	ec:2.5.1.16	Synechococcus
